web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,land_area,building_area,price
"1716935839-110","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah Usaha Hitung Tanah Di Daerah Menteng Jakarta Pusat","Menteng, Jakarta Pusat","3","1","LT210 m²","LB150 m²","Rp14 Miliar"
"1716935839-111","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah di MENTENG - Jl. MALUKU Jakarta pusat","Menteng, Jakarta Pusat","5","4","LT633 m²","LB500 m²","Rp49 Miliar"
"1716935839-112","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah Kemayoran SHM Bagus Utara Bangunan 2006 SHM Imb","Kemayoran, Jakarta Pusat","7","5","LT304 m²","LB350 m²","Rp3,75 Miliar"
"1716935839-113","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Menteng","Menteng, Jakarta Pusat","6","6","LT1225 m²","LB800 m²","Rp90 Miliar"
"1716935839-114","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah dijual di Cempaka putih","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716935839-115","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Dijual Rumah Di Menteng Jakarta Pusat Unfurnished","Menteng, Jakarta Pusat","3","3","LT909 m²","LB400 m²","Rp53 Miliar"
"1716935839-116","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah Tinggal Strategis Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716935839-117","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Jual Cepat Rumah Mewah Di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","5","LT842 m²","LB1000 m²","Rp32 Miliar"
"1716935839-118","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Dijual Cepat Rumah di Cempaka Putih Tengah, Hitung Tanah, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,6 Miliar"
"1716935839-119","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah Mewah Hadap Jalan Menteng Posisi Hook Bisa Utk Tempat Usaha","Menteng, Jakarta Pusat","4","4","LT1405 m²","LB1500 m²","Rp300 Miliar"
"1716935839-120","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=495&urut=2","Rumah siap huni luas 130m2 Type 4KT di Gambir Jakarta Pusat","Gambir, Jakarta Pusat","4","3","LT130 m²","LB260 m²","Rp4 Miliar"
"1716935844-121","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Mewah Brand New American Klasik Di Cempaka Putih Jakpus","Cempaka Putih, Jakarta Pusat","5","5","LT842 m²","LB1000 m²","Rp32 Miliar"
"1716935844-122","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Klasik Mewah Di Cempaka Putih Ada Kolam Renang","Cempaka Putih, Jakarta Pusat","5","5","LT580 m²","LB600 m²","Rp16 Miliar"
"1716935844-123","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah pusat kota Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","2","3","LT265 m²","LB150 m²","Rp2,85 Miliar"
"1716935844-124","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Modern Classic  House di Kawasan Prestigious  Ring 1 Menteng","Menteng, Jakarta Pusat","5","6","LT474 m²","LB1000 m²","Rp67 Miliar"
"1716935844-125","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumahtua di Kwitang Jakarta Pusat","Senen, Jakarta Pusat","7","3","LT595 m²","LB400 m²","Rp17,5 Miliar"
"1716935844-126","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Jual Rumah 2.5 Lantai Super Mewah Daerah Cempaka Putih Jakpus","Cempaka Putih, Jakarta Pusat","5","7","LT842 m²","LB1500 m²","Rp32 Miliar"
"1716935844-127","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Lama Hitung Tanah Di Jl Prambanan Menteng Jakpus","Menteng, Jakarta Pusat","6","5","LT1110 m²","LB338 m²","Rp72,1 Miliar"
"1716935844-128","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Asri dan Terawat Di Kawasan Elit Menteng","Menteng, Jakarta Pusat","7","5","LT1008 m²","LB500 m²","Rp45 Miliar"
"1716935844-129","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Dijual Rumah 3 Lantai Berikut Furniture,di Hos Cokroaminoto (NV)","Menteng, Jakarta Pusat","19","19","LT1663 m²","LB3200 m²","Rp135 Miliar"
"1716935844-130","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Tua Cocok Untuk Komersial di Jl Proklamasi","Menteng, Jakarta Pusat","4","3","LT646 m²","LB300 m²","Rp32 Miliar"
"1716935844-131","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Dijual Rumah Mewah Cempaka Putih Barat Full Furnished Brand New","Cempaka Putih, Jakarta Pusat","5","5","LT842 m²","LB1000 m²","Rp32 Miliar"
"1716935844-132","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Lama Zona Komersial Ring Satu Harga Menarik Tanah Abang","Tanah Abang, Jakarta Pusat","4","5","LT597 m²","LB300 m²","Rp29 Miliar"
"1716935844-133","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Tua di daerah strategis","Menteng, Jakarta Pusat","6","4","LT778 m²","LB407 m²","Rp31,5 Miliar"
"1716935844-134","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Di jual Rumah tropis harga bagus lingkungan elite menteng","Menteng, Jakarta Pusat","5","3","LT795 m²","LB1000 m²","Rp48 Miliar"
"1716935844-135","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Mewah Brand New American Klasik Di Cempaka Putih Jakpus","Cempaka Putih, Jakarta Pusat","5","5","LT842 m²","LB1000 m²","Rp30 Miliar"
"1716935844-136","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Cantik Brand New Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT216 m²","LB300 m²","Rp7,8 Miliar"
"1716935844-137","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah Murah, Bagus, Siap Huni, Lokasi Strategis di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","5","2","LT158 m²","LB200 m²","Rp9,1 Miliar"
"1716935844-138","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah/Kavling Bagus, Murah Sekali, Hitung Kavling saja, di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","3","2","LT947 m²","LB200 m²","Rp39 Miliar"
"1716935844-139","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rumah 1 Lantai Harga Murah di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","3","2","LT353 m²","LB200 m²","Rp23,8 Miliar"
"1716935844-140","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=494&urut=2","Rmh lama pinggir jl besar,  jl prapatan menteng jakarta pusat sertifikat SHM","Menteng, Jakarta Pusat","1","1","LT2033 m²","LB500 m²","Rp165 Miliar"
"1716935849-141","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah Lama Jl Krekot Bunder III Kel Pasar Baru Sawah Besar Jakarta Pusat","Sawah Besar, Jakarta Pusat","5","3","LT214 m²","LB240 m²","Rp3,9 Miliar"
"1716935849-142","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Di Jual Rumah Daerah Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","12","4","LT487 m²","LB378 m²","Rp13 Miliar"
"1716935849-143","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Di Jual Rumah Baru Daerah Cempaka Putih, Jakarta Pusat.","Cempaka Putih, Jakarta Pusat","4","4","LT216 m²","LB252 m²","Rp9 Miliar"
"1716935849-144","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Jual Rumah Modern Minimalis Bagus Daerah Cempaka Putih","Cempaka Putih, Jakarta Pusat","4","4","LT181 m²","LB244 m²","Rp7,2 Miliar"
"1716935849-145","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Jual Rumah Di Daerah Cempaka Putih Lingkungan Nyaman","Cempaka Putih, Jakarta Pusat","5","3","LT503 m²","LB350 m²","Rp16 Miliar"
"1716935849-146","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Dijual rumah minimalis daerah Menteng jakpus","Menteng, Jakarta Pusat","9","6","LT661 m²","LB800 m²","Rp60 Miliar"
"1716935849-147","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Dijual Rumah di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716935849-148","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","#Di jual rumah kost murah di lokasi 5 menit harmoni kota jakarta pusat","Sawah Besar, Jakarta Pusat","0","0","LT95 m²","LB450 m²","Rp6,95 Miliar"
"1716935849-149","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Di Jual Town House di Menteng Lokasi Strategys","Menteng, Jakarta Pusat","3","3","LT38 m²","LB80 m²","Rp1,35 Miliar"
"1716935849-150","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah asri terawat lingkungan rindang prime area di Menteng","Menteng, Jakarta Pusat","5","3","LT885 m²","LB400 m²","Rp100 Miliar"
"1716935849-151","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah Strategis Di Kemayoran Jakarta Pusat S6374","Kemayoran, Jakarta Pusat","2","3","LT265 m²","LB150 m²","Rp3,8 Miliar"
"1716935849-152","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah 3 Lantai Full Furnished, di Menteng, Dekat Kedutaan","Menteng, Jakarta Pusat","19","19","LT1663 m²","LB3200 m²","Rp135 Miliar"
"1716935849-153","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah Di Kemayoran Barat Cocok Untuk Usaha Konveksi","Kemayoran, Jakarta Pusat","2","2","LT135 m²","LB300 m²","Rp1,9 Miliar"
"1716935849-154","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","CB108 Rumah Brand New Di Menteng Dijual Jarang Ada","Menteng, Jakarta Pusat","4","5","LT474 m²","LB1388 m²","Rp67 Miliar"
"1716935849-155","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Di Jual Rumah Di Menteng Lokasi Strategys","Menteng, Jakarta Pusat","13","12","LT2629 m²","LB1724 m²","Rp325 Miliar"
"1716935849-156","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","JUAL CEPAT Rumah Jln Bojonegoro Menteng Jakarta Pusat Rumah","Menteng, Jakarta Pusat","7","5","LT555 m²","LB283 m²","Rp22 Miliar"
"1716935849-157","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Wts Rumah Cempaka Putih Tengah Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716935849-158","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","CB107 Dijual cepat Rumah Menteng Hadap Timur Laut","Menteng, Jakarta Pusat","3","4","LT498 m²","LB350 m²","Rp36 Miliar"
"1716935849-159","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Rumah Cantik Brand New Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT216 m²","LB300 m²","Rp7,8 Miliar"
"1716935849-160","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=493&urut=2","Apartemen Mewah Keraton at The Plaza / The Most Luxurious Apartment with  Deluxe Amenities in Jakarta","Jakarta Pusat","3","5","LT0 m²","LB400 m²","Rp55 Miliar"
"1716935854-161","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Lux di Cempaka putih 2 Lantai SHM Bagus Semi Furnish","Cempaka Putih, Jakarta Pusat","5","4","LT416 m²","LB414 m²","Rp8,75 Miliar"
"1716935854-162","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","RUMAH TUA KOMPLEK PERMATA ANGKASA KEMAYORAN HITUNG TANAH","Kemayoran, Jakarta Pusat","3","2","LT243 m²","LB200 m²","Rp4,5 Miliar"
"1716935854-163","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah murah 3 lantai di cempaka putih, percetakan negara","Cempaka Putih, Jakarta Pusat","3","3","LT74 m²","LB145 m²","Rp1,7 Miliar"
"1716935854-164","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Dijual Cepat Rumah + Rumah Kost di Cemapaka Putih","Cempaka Putih, Jakarta Pusat","19","10","LT612 m²","LB924 m²","Rp22 Miliar"
"1716935854-165","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah di Kemayoran, Jakarta Pusat lss5917","Kemayoran, Jakarta Pusat","6","1","LT109 m²","LB149 m²","Rp1,5 Miliar"
"1716935854-166","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Mewah Full Furnished Ada Kolam Renang dan Tempat Gym","Cempaka Putih Jakarta Pusat","4","4","LT580 m²","LB600 m²","Rp15,5 Miliar"
"1716935854-167","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Dijual Rumah Mewah Modern Classic di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","5","5","LT876 m²","LB1400 m²","Rp100 Miliar"
"1716935854-168","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Lama Zona Komersil Lokasi di Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat","4","5","LT597 m²","LB300 m²","Rp29 Miliar"
"1716935854-169","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Dijual Rumah di Menteng kebon Sirih Jakarta Pusat","Menteng, Jakarta Pusat","4","3","LT285 m²","LB265 m²","Rp16 Miliar"
"1716935854-170","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Murah harga miring di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","4","3","LT514 m²","LB250 m²","Rp9,5 Miliar"
"1716935854-171","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Dijual Rumah Strategis Dekat Sudirman Thamrin","Bendungan Hilir, Jakarta Pusat","8","4","LT520 m²","LB650 m²","Rp16,5 Miliar"
"1716935854-172","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Mau punya rumah keren,modern,mewah di Jakpus dengan harga murah ?","Cempaka Putih, Jakarta Pusat","3","3","LT39 m²","LB115 m²","Rp1,61 Miliar"
"1716935854-173","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Kos Bagus Lima Lantai Furnished Sebelah Duta Merlin","Jakarta Pusat, Jakarta","23","8","LT94 m²","LB450 m²","Rp6,95 Miliar"
"1716935854-174","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah kost 2 lantai 12 kamar bagus strategis dikemayoran","Kemayoran, Jakarta Pusat","12","6","LT160 m²","LB390 m²","Rp5,5 Miliar"
"1716935854-175","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","$Di jual cepat rumah murah BU butuh duit Kramat Senin strategis jakarta pusat","Senen, Jakarta Pusat","0","0","LT208 m²","LB150 m²","Rp2,59 Miliar"
"1716935854-176","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","#Di jual  cepat rumah murah  kramat senin BU nego Deal jakarta pusat","Senen, Jakarta Pusat","0","0","LT208 m²","LB150 m²","Rp2,59 Miliar"
"1716935854-177","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Rumah Di Daerah Elit Menteng Jakarta Selatan S6932","Menteng, Jakarta Pusat","9","9","LT925 m²","LB1585 m²","Rp70 Miliar"
"1716935854-178","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Dijual Rumah Lama (Hitung Tanah) di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","0","0","LT391 m²","LB m²","Rp28 Miliar"
"1716935854-179","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Jual Rumah Daerah Cempaka Putih Jalan Besar 2 Jalur","Cempaka Putih, Jakarta Pusat","4","3","LT250 m²","LB230 m²","Rp6,5 Miliar"
"1716935854-180","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=492&urut=2","Di Jual Rumah Ex Kantor Daerah Cempaka Putih","Cempaka Putih, Jakarta Pusat","3","3","LT300 m²","LB200 m²","Rp7,5 Miliar"
"1716935858-181","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Menteng","Menteng, Jakarta Pusat","3","3","LT680 m²","LB532 m²","Rp29 Miliar"
"1716935858-182","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Cepat di Menteng, Prestige Area Rumah Bagus Siap Huni","Menteng, Jakarta Pusat","3","3","LT276 m²","LB450 m²","Rp25 Miliar"
"1716935858-183","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Dijual Rumah Full Furnished Kawasan Kemayoran - Jakarta Pusat","Kemayoran, Jakarta Pusat","2","2","LT175 m²","LB190 m²","Rp3,51 Miliar"
"1716935858-184","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Dijual Rumah Asri Dan Rindang Hook Dalam Komplek Menteng","Menteng, Jakarta Pusat","8","4","LT885 m²","LB400 m²","Rp100 Miliar"
"1716935858-185","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Menteng","Menteng, Jakarta Pusat","6","5","LT650 m²","LB800 m²","Rp60 Miliar"
"1716935858-186","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Termurah Di Cempaka Putih","Cempaka Putih, Jakarta Pusat","3","1","LT133 m²","LB120 m²","Rp2,8 Miliar"
"1716935858-187","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Kost ekslusif dan instagramable di Kramat Lontar Jakarta Pusat","Senen, Jakarta Pusat","106","51","LT774 m²","LB1553 m²","Rp25 Miliar"
"1716935858-188","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Dijual Cepat Rumah Kost Full Furnished Harmoni Jakarta Pusat","Jakarta Pusat, Jakarta","23","8","LT94 m²","LB450 m²","Rp6,95 Miliar"
"1716935858-189","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Mewah Brand New American Klasik Di Cempaka Putih Jakpus","Cempaka Putih, Jakarta Pusat","5","5","LT842 m²","LB1000 m²","Rp32 Miliar"
"1716935858-190","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Menteng","Menteng, Jakarta Pusat","1","2","LT746 m²","LB295 m²","Rp32 Miliar"
"1716935858-191","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah cocok buat Usaha di Pasar Baru, di Jalan Boulevard, HrgNego","Jakarta Pusat, Jakarta","4","4","LT529 m²","LB836 m²","Rp36 Miliar"
"1716935858-192","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Strategis Dijual Dibenhil Jakarta Pusat","Tanah Abang, Jakarta Pusat","5","2","LT281 m²","LB180 m²","Rp15 Miliar"
"1716935858-193","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Menteng","Menteng, Jakarta Pusat","5","3","LT744 m²","LB500 m²","Rp95 Miliar"
"1716935858-194","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Menteng Rumah Brand New Luas 864 Mewah Premium","Menteng, Jakarta Pusat","5","5","LT864 m²","LB1200 m²","Rp95 Miliar"
"1716935858-195","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","B01004 Li Rumah Kost di Wilayah Petojo","Jakarta Pusat, Jakarta","0","0","LT94 m²","LB450 m²","Rp6,95 Miliar"
"1716935858-196","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Bagus luas Dijual Di Benhil Jakarta Pusat","Tanah Abang, Jakarta Pusat","10","6","LT352 m²","LB600 m²","Rp21 Miliar"
"1716935858-197","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Hoek Cantik 2 Lantai Komplek Cideng Jakbar","Cideng, Jakarta Pusat","4","4","LT238 m²","LB280 m²","Rp7,5 Miliar"
"1716935858-198","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Turun Harga Rumah Menteng Lokasi Strategis","Menteng, Jakarta Pusat","3","2","LT353 m²","LB200 m²","Rp23,8 Miliar"
"1716935858-199","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Dijual Rumah Standar 2lt Row Jalan 2 Mobil Cocok Untuk Kuliner, Expedisi Dll","Cempaka Putih, Jakarta Pusat","6","2","LT135 m²","LB178 m²","Rp1,8 Miliar"
"1716935858-200","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=491&urut=2","Rumah Lux di Cempaka putih 2 Lantai SHM Bagus Semi Furnish","Cempaka Putih, Jakarta Pusat","5","4","LT416 m²","LB414 m²","Rp8,75 Miliar"
"1716935862-201","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah Baru (2 Unit in Progress) di Cempaka Putih","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB0 m²","Rp6,7 Miliar"
"1716935862-202","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah 2 Lantai Bagus Semi Furnished di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","1","LT80 m²","LB134 m²","Rp2,5 Miliar"
"1716935862-203","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah di Cempaka Putih HGB sd 2032 Bagus Utara","Cempaka Putih, Jakarta Pusat","3","3","LT261 m²","LB200 m²","Rp5,2 Miliar"
"1716935862-204","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah Lama Hitung Tanah Super Murah Bisa Untuk Kantor Zona Komersil Jalan Lebar","Menteng, Jakarta Pusat","5","5","LT1072 m²","LB560 m²","Rp63 Miliar"
"1716935862-205","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah Bagus SHM di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","1","LT80 m²","LB134 m²","Rp2,48 Miliar"
"1716935862-206","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah SHM di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716935862-207","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Dijual Rumah Springhill Luas 119m2 Sangat Nyaman, 3 Lantai!!","Kemayoran, Jakarta Pusat","3","2","LT119 m²","LB363 m²","Rp5,3 Miliar"
"1716935862-208","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah Dan Ruko di Sentra Ukir Mulyoharjo Jepara, Pusat Bisnis Hanya 5 Menit Dari Kabupaten, Alun2, Masjid Agung","Kemayoran, Jakarta Pusat","2","1","LT75 m²","LB39 m²","Rp300 Juta"
"1716935862-209","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Rumah Di Daerah Rawasari Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","3","LT359 m²","LB308 m²","Rp6 Miliar"
"1716935862-210","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Wahid Hasyim Menteng Jakarta Pusat Jual tanah Bonus tempat usaha","Menteng, Jakarta Pusat","3","2","LT210 m²","LB150 m²","Rp16,8 Miliar"
"1716935862-211","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","Dijual Rumah di Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","10","5","LT176 m²","LB300 m²","Rp3,2 Miliar"
"1716935862-212","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=490&urut=2","MURAH...RUMAH LAMA LT 595 M2 DI PRAPATAN, SENEN, JAKARTA PUSAT, HITUNG TANAH","Senen, Jakarta Pusat","7","3","LT595 m²","LB400 m²","Rp17,5 Miliar"
